date,close,open,high,low,volume
1987-02-12,1.7883044033233877,1.7816580241238473,1.7478684297966172,1.8183174519273502,8.85007998929018
1987-02-13,1.5920685120685074,1.6650467828509035,1.6322888118036323,1.6206522322261059,1.995764085055094
1987-02-16,1.6515339336608954,1.4713535346348274,1.6126990460421093,1.4848821823303016,1.5012834001421667
1987-02-17,1.7883044033233877,1.6650467828509035,1.7850889847435105,1.6805507836507254,5.665247144115581
1987-02-18,1.9627363066610586,1.8587400310669797,1.9202583684980177,1.8961855687793556,4.9745566513052495
1987-02-19,2.0598631619286256,2.052433279283055,2.0162482207294796,2.0319556186751595,4.600199526991018
1987-02-20,2.3512437277313265,2.1295152862261877,2.323807543185388,2.1697222869517843,5.831166313645117
1987-02-23,2.836878004069161,2.420055158550301,2.7841670385811743,2.405323255888621,5.004127986915042
1987-02-24,3.5365877981395926,3.291674775522643,3.512906324909823,3.3237677110661195,3.4586660499243713
1987-02-25,3.1857418107445037,3.291674775522643,3.3209266204468992,3.2079638449785217,4.485750465928255
1987-02-26,3.07077532899922,3.2541220029093214,3.3032958312615293,3.0302648090854833,1.4128890834274912
1987-02-27,3.205563617941966,3.1177461444714725,3.3209266204468992,3.05023099289369,1.3989825634380213
1987-03-02,3.3998173284771,3.428050633960492,3.416916472678362,3.3637000786825326,1.178396384294708
1987-03-03,3.6138928462096964,3.4656034065738135,3.552085856432869,3.441568195534537,3.503102975867735
1987-03-04,3.8081465567448305,3.9893657614438145,3.9556350311202393,3.832905398175385,4.404069641622289
1987-03-05,3.8676119783372185,3.718590506284605,3.916455499597194,3.7750034651315856,0.5887279677297206
1987-03-06,3.770485123069651,3.9696011442789088,3.916455499597194,3.7949696489397917,0.41601538326280024
1987-03-09,3.7308415086747253,3.8549663647224555,3.8204656473657312,3.7750034651315856,-0.6463148678868086
1987-03-10,3.6535364606046214,3.6415084993414735,3.6676654744258532,3.677169164471374,-0.42540899862879483
1987-03-11,3.7308415086747253,3.718590506284605,3.72447579513427,3.6971353482795806,-0.05249047983071516
1987-03-12,3.8081465567448305,3.7956725132277382,3.744065560895793,3.7750034651315856,-0.06991359108188991
1987-03-13,3.8081465567448305,3.8925191373357757,3.840055413127254,3.8528715819835915,0.09968201476670097
1987-03-16,3.7308415086747253,3.815437130392644,3.8028348581803613,3.7750034651315856,-0.7491751622916797
1987-03-17,3.6733582678020844,3.6988258891197,3.6872552401873757,3.6971353482795806,-0.597322357808964
1987-03-18,3.6138928462096964,3.679061271954794,3.6872552401873757,3.6572029806631674,-0.49789873213712277
1987-03-19,3.3998173284771,3.601979265011662,3.5912653879559144,3.4036324462989453,-0.30920164992743265
1987-03-20,3.322512280406996,3.3114393926875487,3.3032958312615293,3.26586577802232,-0.1289763397727988
1987-03-23,3.3423340876044585,3.3885213996306804,3.416916472678362,3.3836662624907388,-0.7597249360767947
1987-03-24,3.2650290395343533,3.408286016795586,3.360106151969945,3.305798145638733,-0.7623623795230734
1987-03-25,3.2253854251394287,3.234357385744416,3.2073059790300666,3.225933410405907,-0.35028182167418814
1987-03-26,3.379995521279637,3.291674775522643,3.360106151969945,3.2858319618305263,-0.12474044575301778
1987-03-27,3.6138928462096964,3.4656034065738135,3.744065560895793,3.441568195534537,1.7861272923402713
1987-03-30,3.322512280406996,3.661273116506379,3.6480757086643303,3.3237677110661195,-0.6307299747951615
1987-03-31,3.439460942872025,3.157275378801284,3.552085856432869,3.187997661170315,-0.42500938598541926
1987-04-01,3.633714653407159,3.661273116506379,3.6480757086643303,3.5993010476193694,0.39028032902941373
1987-04-02,3.556409605337055,3.6988258891197,3.6480757086643303,3.5993010476193694,-0.7447794232145484
1987-04-03,3.6733582678020844,3.6988258891197,3.6676654744258532,3.6172706130467547,0.15890460851496008
1987-04-06,3.556409605337055,3.7956725132277382,3.744065560895793,3.579334863811163,-0.3454864699536813
1987-04-07,3.6138928462096964,3.679061271954794,3.6284859429028073,3.6372367968549613,-0.9714397145371704
1987-04-08,3.5940710390122335,3.601979265011662,3.5716756221943915,3.5993010476193694,-0.8386883944078068
1987-04-09,3.51676599094213,3.562450030681851,3.532496090671346,3.4815005631509504,-0.9574532720190255
1987-04-10,3.3998173284771,3.3885213996306804,3.436506238439885,3.441568195534537,-0.7900954969733378
1987-04-13,3.379995521279637,3.408286016795586,3.3992856834929905,3.3836662624907388,-0.9739173129260988
1987-04-14,3.556409605337055,3.35096862701736,3.5912653879559144,3.3637000786825326,-0.6443967271986059
1987-04-15,3.439460942872025,3.6217438821765677,3.5716756221943915,3.4815005631509504,-0.16853799146697998
1987-04-16,3.5940710390122335,3.5822146478467567,3.532496090671346,3.5593686800029563,-0.8143120231618972
1987-04-17,3.8081465567448305,3.5822146478467567,3.744065560895793,3.579334863811163,1.7706223217772992
1987-04-20,4.002400267279964,3.8352017475575497,3.9556350311202393,3.8728377657917976,3.941158355536032
1987-04-21,4.21647578501256,4.0862123855518515,4.224014822053102,4.12640830015602,4.086377590138713
1987-04-22,4.139170736942456,4.2996702509328335,4.282784119337671,4.186306851580639,1.6822280050626237
1987-04-23,4.176832170617635,4.145506237046569,4.147614735583162,4.088472550920428,-0.0018995191793683068
1987-04-24,4.0995271225475305,4.2225882439897005,4.224014822053102,4.146374483964227,0.4045065391335839
1987-04-27,3.905273412012397,4.0862123855518515,4.090804414874746,3.9507058826438026,0.119422879349454
1987-04-28,3.8081465567448305,3.8352017475575497,3.8988247104118225,3.677169164471374,0.21772758961984362
1987-04-30,3.8676119783372185,3.951812988830493,3.8988247104118225,3.8728377657917976,-0.6739680628083978
1987-05-01,4.0995271225475305,3.951812988830493,4.090804414874746,3.9507058826438026,0.49218155309018347
1987-05-06,4.0995271225475305,4.202823626824795,4.186794267106208,4.12640830015602,-0.30248814952647024
1987-05-07,4.196653977815098,4.183059009659889,4.167204501344685,4.186306851580639,0.06051997571589535
1987-05-08,4.21647578501256,4.2225882439897005,4.224014822053102,4.224242600816231,0.5634724486683848
1987-05-11,4.236297592210023,4.2225882439897005,4.224014822053102,4.244208784624438,-0.36762501039668777
1987-05-12,4.061865688872352,4.163294392494984,4.108435204060116,4.108438734728635,-0.38880448049559285
1987-05-13,3.964738833604785,4.00913037860872,3.994814562643285,3.9507058826438026,-0.46401157997887466
1987-05-14,3.9250952192098594,3.951812988830493,3.9556350311202393,3.970672066452009,-0.8594682598555892
1987-05-15,3.8854516048149343,3.951812988830493,3.916455499597194,3.912770133408211,-0.8665014343867463
1987-05-18,3.770485123069651,3.7956725132277382,3.7832450924188383,3.8149358327479983,-0.6487924662757371
1987-05-19,3.770485123069651,3.7581197406144167,3.7636553266573154,3.8149358327479983,-0.7794658006595477
1987-05-20,3.6733582678020844,3.6988258891197,3.6872552401873757,3.6971353482795806,-0.771953082964087
1987-05-21,3.711019701477263,3.6988258891197,3.7068450059488987,3.717101532087787,-0.9588119550065024
1987-05-22,3.770485123069651,3.738355123449511,3.744065560895793,3.7949696489397917,-1.0305024632280793
1987-05-25,3.711019701477263,3.7759078960628325,3.744065560895793,3.755037281323379,-1.1255303498227893
1987-05-26,3.711019701477263,3.718590506284605,3.7068450059488987,3.755037281323379,-1.0683058192914079
1987-05-27,3.7506633158721883,3.718590506284605,3.744065560895793,3.755037281323379,-0.6515897547793661
1987-05-28,3.6911978942798003,3.718590506284605,3.7068450059488987,3.7350710975151724,-1.0164360981812592
1987-05-29,3.711019701477263,3.7581197406144167,3.744065560895793,3.755037281323379,-1.0619120169973988
1987-06-01,3.711019701477263,3.7581197406144167,3.72447579513427,3.755037281323379,-1.1135419705215222
1987-06-02,3.6911978942798003,3.718590506284605,3.6676654744258532,3.7350710975151724,-1.1066686330554625
1987-06-03,3.6733582678020844,3.661273116506379,3.6480757086643303,3.717101532087787,-1.0858088530712577
1987-06-04,3.7308415086747253,3.6988258891197,3.7068450059488987,3.717101532087787,-1.0167557882959597
1987-06-05,3.6733582678020844,3.6988258891197,3.6872552401873757,3.717101532087787,-1.0517618558556594
1987-06-08,3.6733582678020844,3.679061271954794,3.6480757086643303,3.717101532087787,-1.1702869658808528
1987-06-09,3.711019701477263,3.661273116506379,3.6480757086643303,3.717101532087787,-1.1519847068142517
1987-06-10,3.711019701477263,3.679061271954794,3.6872552401873757,3.717101532087787,-0.96768335568944
1987-06-11,3.7506633158721883,3.718590506284605,3.744065560895793,3.755037281323379,-0.8487586330208711
1987-06-12,3.7506633158721883,3.7759078960628325,3.7636553266573154,3.7949696489397917,-0.6811610903891581
1987-06-15,3.7308415086747253,3.738355123449511,3.744065560895793,3.7750034651315856,-1.197140935515691
1987-06-16,3.711019701477263,3.718590506284605,3.6872552401873757,3.755037281323379,-1.1424739259019132
